,Item_id,Price,Street,Neighborhood,Parking,Balconies,Size,Floors,Asset_classification,Ac,Furniture,Handicapped,Immediate,Floors_text,Street_id,Rooms,Floor,Shelter,On_pillars,Elevator,Storeroom,Lat,Long,City,City_code,Date_added,Date_of_entry,Neighborhood_id,Garden_size,Home_number,Agency,Images,Text,Asset_type,Broker,Accuracy,Date,Last_update,Valid,Build_year,Year,Distance_sea,Train,Age,Neighborhood_rank,Street_rank,Gush_rank,Helka_rank,Predicted,Difference
164,fg8qc25n,"2,200,000 ₪",מעפילי אגוז,נווה חן,ללא,1.0,74.0,6.0,3.0,1.0,0.0,1.0,1.0,6.0,2960.0,3.0,4.0,1.0,1.0,1.0,0.0,32.050025,0.0,תל אביב יפו,5000,2023-03-20 17:36:52,14/04/2023,207.0,0.0,9.0,משה אקילוב,[],"עסקה נהדרת בבניין סופר מבוקש בתהליך פינוי בינוי מתקדם! במיקום שקט, קרובה לדרך הטייסים וקלה מאוד ךיציאה לאיילון ולכביש 4. הביניין עבר תמא 38 ונוספה לו מעלית לכל דירה ממד ומרפסת שמש. עסקה נהדרת למגורים וגם להשקעה! - לכניסה מיידית!",דירה,True,90,,,,1970,2023,4881,2572,53,29399,28942,28157,30904,2219467,-19467
165,12cn0o2k,"4,720,000 ₪",מרים החשמונאית,הצפון החדש - צפון,ללא,0.0,87.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,811.0,3.0,1.0,0.0,0.0,1.0,0.0,32.094368,0.0,תל אביב יפו,5000,2023-04-30 11:31:56,30/04/2023,204.0,0.0,21.0,ניר עבאס - טארגט נדלן,[],"*** למכירה בבלעדיות ***
* מצורף סרטון*
 ברחוב מרים החשמונאית, בין כיכר מילאנו לפארק הירקון.
גם יפה וגם להשבחה!
כיום דירת 3 חדרים, גדולה ומרווחת. משופצת באיכות ובסטייל.
87 מר ברוטו / 78 מר נטו.
השבחה לאחד הפרויקטים החזקים באזור!
צפי להשבחה:
בנין חדש. עולים שתי קומות. הגדלת השטח בצורה משמעותית. פיתוח סביבתי מודרני ומשובח + חניה ומחסן",דירה,True,90,,,,1962,2023,1147,2329,61,55985,66867,56584,55469,4690164,29836
166,5yxt68g0,"2,190,000 ₪","מח""ל",נווה חן,ללא,1.0,90.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,2958.0,3.0,4.0,0.0,0.0,0.0,0.0,32.049854,0.0,תל אביב יפו,5000,2023-04-25 14:43:44,לא צוין,207.0,0.0,83.0,תיווך יד אליהו עסק משפחתי 48 שנות ניסיון,[],"בשכונת נווה חן הסופר מבוקשת דירת 3 חד' כ90 מ״ר בנוי.מרפסת שירות מסוג דירות של פעם רק 2 דיירים בקומה כיווני אוויר נגדיים עם זרימת אוויר מעולה. נוף פתוח ויפה. לוקיישן מנצח- בקרבת פארקים, מרכזי קניות, יציאה זריזה לצירים ראשיים, רכבת קלה (הקו הסגול), איזור בתנופה ענקית. דירה מעולה למגורים והשקעה בו זמנית, 
מתחם מיועד לפינוי בינוי פוטנציאל עתידי מטורף
כושר שכירות 5500
עסקה מהירה, ללא דרישות מיוחדות!!!",דירה,True,90,2023-04-25,עודכן היום,,1970,2023,4851,2825,53,34552,27811,28157,23276,2226001,-36001
167,lt0au0dj,"5,350,000 ₪",שלומציון המלכה,הצפון החדש - צפון,1,1.0,92.0,7.0,1.0,1.0,1.0,1.0,0.0,7.0,803.0,3.0,2.0,1.0,1.0,1.0,0.0,32.095083,0.0,תל אביב יפו,5000,2023-02-27 20:47:16,לא צוין,204.0,0.0,40.0,יהונתן ברדוגו,[],"פרויקט נדיר במיקום מושלם !!!
איכות חיים בסמטאות יהודה המכבי  מרחק 50 מטר מהפארק
הולך ונבנה פרויקט נדיר בעל ארכיטקטורה נפלאה
ברחוב שלומציון המלכה השקט , המציע למכירה דירת 3  חדרים !!!
, תכנון מושלם עם חדר מאסטר , 2 מעליות , חניה פרטית רגילה לכל דירה !!
78 מ""ר + 14 מ""ר מרפסת שמש
שיווק בלעדי - PremiumTlv",דירה,True,90,,,,1955,2023,1361,2264,68,55985,64772,56584,62746,5107128,242872
168,b8fh2tf4,"2,950,000 ₪",שיק,"נווה עופר, תל כביר",ללא,0.0,85.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,3013.0,3.0,4.0,0.0,0.0,0.0,0.0,32.041105,34.764201,תל אביב יפו,5000,2023-03-18 16:24:34,12/04/2023,213.0,0.0,20.0,,"['//img.yad2.co.il/Pic/202303/18/2_1/o/y2_1_06161_20230318160635.jpeg', '//img.yad2.co.il/Pic/202303/18/2_1/o/y2_2_06298_20230318160823.jpeg', '//img.yad2.co.il/Pic/202303/19/2_1/o/y2_3_08851_20230319112230.jpeg', '//img.yad2.co.il/Pic/202303/19/2_1/o/y2_4_07384_20230319112302.jpeg', '//img.yad2.co.il/Pic/202303/19/2_1/o/y2_5_06341_20230319112415.jpeg']","בנווה עופר המתחדשת, במתחם המיועד לפינוי בינוי. 
כיום דירת 3 חדרים, כ85 מ״ר, בקומה 4 מתוך 4. 
כחלק מהפרויקט פינוי בינוי הדירה תקבל תוספת
של כ25 מר בנוי + מרפסת כ12 מר + תעלה כ2 קומות + מחסן כ5 מר  + חניה. הדירה הקיימת מוארת ושמורה, סלון מטבח ענקיים, חדרים מרווחים, שירותים מקלחת בנפרד. ממוקמת מרחק הליכה מתיכון שמעון פרס, האקדמית ת""א יפו. קרוב לים, פלורנטין ושוק הפשפשים",דירה,False,100,,,,1970,2023,42305,842179,53,28802,24107,24545,47813,2538822,411178
169,5txf856f,"3,950,000 ₪",דבורה הנביאה,נווה שרת,1,1.0,122.0,8.0,2.0,1.0,0.0,0.0,0.0,8.0,367.0,5.0,1.0,0.0,1.0,1.0,0.0,32.118782,34.837179,תל אביב יפו,5000,2023-04-26 10:46:03,31/08/2023,314.0,0.0,71.0,,"['//img.yad2.co.il/Pic/202304/26/2_1/o/y2_1_05539_20230426104343.jpeg', '//img.yad2.co.il/Pic/202304/26/2_1/o/y2_2_09377_20230426104355.jpeg', '//img.yad2.co.il/Pic/202304/26/2_1/o/y2_3_06248_20230426233948.jpeg', '//img.yad2.co.il/Pic/202304/26/2_1/o/y2_4_07112_20230426233958.jpeg', '//img.yad2.co.il/Pic/202304/26/2_1/o/y2_5_05897_20230426234007.jpeg']","ללא תיווך!לא למתווכים דירה גדולה משופצת בבניין מטופח קומה 1 על עמודים מרפסת 10 מטר ,סלון ענק מטבח רחב ידיים, הבניין בתהליך של הוספת מרפסת נוספת , חנייה 1 בטאבו ,3 שירותים , 2 מקלחות, הבניין צמוד לצהלה קרוב למרכז התעסוקה עתידים ולצירי גישה מרכזיים. אזור מעולה למשפחות עם ילדים, יש המון גני משחקים ופארקים באזור , גני ילדים ובתי ספר קרובים קאנטרי במרחק הליכה. לרציניים בלבד לא למתווכים בבקשה לא להתקשר",דירה,False,100,,,,2002,2023,42305,842179,21,37162,39478,39083,33976,4267336,-317336
170,uqobm5jp,"2,650,000 ₪",צוקרמן,נווה אליעזר וכפר שלם מזרח,ללא,0.0,78.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,2962.0,3.0,3.0,0.0,1.0,0.0,0.0,32.04621,34.807391,תל אביב יפו,5000,2023-07-02 18:31:43,03/07/2023,209.0,0.0,6.0,,"['//img.yad2.co.il/Pic/202307/03/2_1/o/y2_3_07414_20230703080538.jpeg', '//img.yad2.co.il/Pic/202307/03/2_1/o/y2_4_01735_20230703080541.jpeg']","דירה נקייה, חדרים וסלון גדולים,בשלב מאוד מתקדם לפינוי בינוי (חברת יעז /יובלי תל אביב -התחדשות עירונית), מקבלים דירה חדשה במתחם, אזור נגיש ,מלא תחבורה ציבורית, יציאה מהירה לכביש גהה ואיילון,מלא גנים ופארקים בסביבה(אריאל שרון,מנחם בגין) , אזור ירוק מאוד, מציאה",דירה,False,100,2023-07-02,עודכן ב 09/07/2023,,1970,2023,42305,842179,53,43750,48040,43750,23688,2858405,-208405
171,xocu99t0,"2,920,000 ₪",השוק,פלורנטין,ללא,1.0,65.0,6.0,2.0,1.0,0.0,0.0,0.0,6.0,2203.0,3.0,5.0,1.0,1.0,1.0,0.0,32.056811,0.0,תל אביב יפו,5000,2021-11-24 21:11:56,לא צוין,205.0,0.0,43.0,מאיה אפרים,[],"בבניין חדיש בפלורנטין!

רח' השוק פינת ידידיה פרנקל.

דירת 3 חד', 61 מ''ר פלוס מרפסת שמש הפונה לרח' פרנקל. בקומה חמישית עם מעלית. נוף פתוח - נדירה!

צרו קשר לפרטים נוספים ולתיאום פגישה",דירה,True,90,,,,1930,2023,1222,1690,93,56024,62945,55825,46109,3533602,-613602
172,w6v8omci,"2,290,000 ₪",גוש עציון,יד אליהו,ללא,0.0,64.0,2.0,3.0,1.0,0.0,0.0,0.0,2.0,2659.0,2.0,1.0,0.0,1.0,0.0,0.0,32.054886,0.0,תל אביב יפו,5000,2023-05-30 18:30:39,26/06/2023,206.0,0.0,13.0,שי שלום,[],"בשכונה הכי מתפתחת במזרח תל אביב, יד אליהו, דירת 2.5 חדרים ברחוב שקט ללא מוצא עם הרבה חניות.
הדירה פונה לכיוון מזרח, מאורת מאוד, כיוון שני צפון.
הדירה במצב שמור, מושכרת לשוכרים שרוצים להישאר.
מרחק הליכה מרכבת ההגנה והרכבת הקלה, חנויות ושוק בשר, פירות וירקות במרחק הליכה",דירה,True,90,2023-05-30,עודכן היום,,1970,2023,2795,311,53,40263,29868,25350,32080,2019723,270277
173,6u8w8jel,"3,250,000 ₪",דיזנגוף,הצפון הישן - דרום,ללא,1.0,50.0,20.0,2.0,1.0,0.0,0.0,0.0,20.0,404.0,2.0,12.0,0.0,1.0,1.0,0.0,32.075144,0.0,תל אביב יפו,5000,2023-01-19 09:48:45,לא צוין,1461.0,0.0,50.0,מאיה אפרים,[],"במגדל דיזנגוף היוקרתי! דירת 2 חד' משופצת קומפלט - מטבח משודרג - נגרות פרטית ועוד.. כ50 מ""ר בנוי עם מרפסת שמש צופה עד לים!! מחסן צמוד - אפשרות לשכור חניה בבניין - דירה נדירה נדירה נדירה! צרו קשר לפרטים נוספים ותיאום פגישה",דירה,True,90,,,,1963,2023,653,2299,60,59259,60714,56194,63114,2833459,416541
174,r8u6gc,"5,500,000 ₪",זרובבל,כרם התימנים,1,1.0,85.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,1208.0,4.0,2.0,0.0,1.0,1.0,0.0,32.070335,0.0,תל אביב יפו,5000,2020-06-29 13:30:03,לא צוין,1521.0,0.0,19.0,סידני חמו,"['//img.yad2.co.il/Pic/202006/29/2_5/o/o2_5_1_09892_20200629130609.jpg', '//img.yad2.co.il/Pic/202006/29/2_5/o/o2_5_2_07082_20200629130612.jpg', '//img.yad2.co.il/Pic/202006/29/2_5/o/o2_5_3_03470_20200629130615.jpg', '//img.yad2.co.il/Pic/202006/29/2_5/o/o2_5_4_07808_20200629130619.jpg', '//img.yad2.co.il/Pic/202006/29/2_5/o/o2_5_5_08976_20200629130623.jpg']","הדירה הכי יפה בעיר נקודה !!!!!!!!
אצלנו בנדלן לב ת""א
בזרובבל ליד הים
דירת 4 חד משופצת ומעוצבת בסטנדרט הכי גבוה!
מוארת ושקטה
מרוהטת לחלוטין
קומה שניה מעלית ישירות לדירה
3 כ""א מרפסת שמש
חניה משו",דירה,True,90,,,,1950,2023,280,2855,73,55722,41940,54137,99550,4967906,532094
175,zwd6ojda,"2,800,000 ₪",כורזים,נווה שרת,ללא,2.0,55.0,4.0,3.0,1.0,1.0,0.0,0.0,4.0,382.0,2.0,3.0,0.0,1.0,0.0,0.0,32.120334,34.843244,תל אביב יפו,5000,2023-03-09 02:35:15,28/05/2023,314.0,0.0,6.0,,"['//img.yad2.co.il/Pic/202303/09/2_1/o/y2_1_04104_20230309015545.jpeg', '//img.yad2.co.il/Pic/202303/09/2_1/o/y2_2_09614_20230309102343.jpeg', '//img.yad2.co.il/Pic/202303/09/2_1/o/y2_3_02468_20230309102406.jpeg', '//img.yad2.co.il/Pic/202304/17/2_1/o/y2_4_05244_20230417132954.jpeg', '//img.yad2.co.il/Pic/202303/09/2_1/o/y2_5_03181_20230309102959.jpeg']","ברחוב הכורזים המיוחד.
בפועל 2.5 חדרים.
נוף פתוח לשדות ולפרדס.
חתומה בחוזה לחברת אזורים.
לעתיד לבוא יבוצע פרוייקט פינוי בינוי.
שמבטיחה דירת 90מ' עם מחסן וחניה תת קרקעית ומרפסת שמש.
יש חניה ציבורית לא של העירייה.
קרובה לקרית עתידים..לקאנטרי
.וצהלה",דירה,False,100,2023-03-09,עודכן ב 05/07/2023,,1970,2023,42305,842179,53,38641,50000,38641,47437,2830037,-30037
176,p6fkghce,"1,850,000 ₪",שלמון,"התקוה, בית יעקב, נווה צה""ל",ללא,2.0,80.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2730.0,3.0,1.0,0.0,0.0,0.0,0.0,32.052828,0.0,תל אביב יפו,5000,2022-11-27 13:39:22,26/01/2023,308.0,0.0,24.0,רמי  אודי,[],"בשכונת התקווה, ברחוב שקט וחד סטרי , דירת 3.5 חדרים פינתית מוצפת אור ואויר , עם מרפסת שמש וגג , מושכרת לדיירים ותיקים , ממוקמת מעל צומת הרחובות יגאל אלון ודרך ההגנה שם עתידה להיות תחנת הרכבת הקלה , פוטנציאל עצום !!!",דירה,True,90,,,,1950,2023,3228,821,73,27762,30000,26764,17968,2184061,-334061
177,ucer6h5o,"5,000,000 ₪",אילת,נווה צדק,1,1.0,68.0,35.0,2.0,1.0,1.0,0.0,0.0,35.0,1352.0,2.0,6.0,1.0,1.0,1.0,0.0,32.059666,0.0,תל אביב יפו,5000,2023-05-28 12:52:26,01/06/2023,848.0,0.0,61.0,עמיחי וטין,[],"למכירה בבלעדיות: במגדל נווה צדק- לופט 2 חדרים - 5 מיליון שח 

מגדל נווה צדק 
דירת 2 חדרים.  

לופט. 
קומה 6 גבוהה כמו קומה 10. 

גודל הדירה: 64 מר + 4 מרפסת.
  
1.5 חדרי אמבטיה. 
1 חניה. 

מערב מלא לים עם נוף מהמם. 

מחיר: 5 מיליון שח.

כניסה: גמיש. 

בלעדיות. 

עמיחי וטין",דירה,True,90,2023-05-28,עודכן היום,,1960,2023,696,2277,63,62394,45189,44052,69102,3227148,1772852
178,ah0b82i4,"2,000,000 ₪",ורדיאל,"התקוה, בית יעקב, נווה צה""ל",ללא,0.0,70.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,2709.0,3.0,1.0,0.0,0.0,0.0,0.0,32.053626,34.789913,תל אביב יפו,5000,2023-06-01 16:29:44,02/06/2023,308.0,0.0,21.0,,"['//img.yad2.co.il/Pic/202306/02/2_1/o/y2_1_07314_20230602121233.jpeg', '//img.yad2.co.il/Pic/202306/02/2_1/o/y2_2_08700_20230602121236.jpeg', '//img.yad2.co.il/Pic/202306/02/2_1/o/y2_3_01512_20230602121239.jpeg', '//img.yad2.co.il/Pic/202306/02/2_1/o/y2_4_04812_20230602121241.jpeg', '//img.yad2.co.il/Pic/202306/02/2_1/o/y2_5_02839_20230602121243.jpeg']",דירה מול החניה של התקווה ...במושע יש גוש וחלקה,דירה,False,100,2023-06-01,עודכן ב 04/07/2023,,1950,2023,42305,842179,73,27762,16895,34120,19913,1689675,310325
179,nv1qb5o3,"3,900,000 ₪",גרוזנברג,"לב תל אביב, לב העיר צפון",1,1.0,60.0,4.0,6.0,1.0,1.0,1.0,0.0,4.0,1245.0,2.0,3.0,1.0,0.0,1.0,0.0,32.066955,0.0,תל אביב יפו,5000,2022-12-28 10:23:54,17/04/2023,1520.0,0.0,37.0,נועם,[],"בפרוייקט בוטיק המדהים - גרוזנברג 37/39 של קרסו וגל מרום. בניין עם לובי יפה, גינה אורבנית עם מזרקות, חדר כןשר, חניון תת קרקעי ועוד. מתחם מנוהל ומטופח בהקפדה. הדירה עורפית פונה לנוף פתוח. שקטה, משודרגת, מאובזרת. עם חנייה רגילה",דירה,True,90,,,,2013,2023,798,2726,10,58990,45947,40000,65735,3101933,798067
180,xwq7jeli,"3,700,000 ₪","ש""ץ",הצפון הישן - דרום,ללא,0.0,48.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,708.0,3.0,2.0,0.0,0.0,0.0,0.0,32.083372,34.775253,תל אביב יפו,5000,2023-05-18 14:13:51,01/05/2024,1461.0,0.0,15.0,,[],"פינוי: יוני 2024, עם זאת הפינוי יכול להיות גמיש.
פסיעה מדיזנגוף - תשואה גבוהה למשקיעים.
דירה נפלאה ומוארת 
מתאימה לזוג עם 2 ילדים 
סביבה צעירה ומפרגנת

אני מבקשת משום מתווך או שליח מטעמו.ה לא ליצור קשר, תודה!",דירה,False,100,2023-05-18,עודכן היום,,1960,2023,42305,842179,63,60846,52424,21864,41622,2262828,1437172
181,okuhq6yr,"2,120,000 ₪",חיננית,"יפו ד', גבעת התמרים",ללא,1.0,55.0,4.0,3.0,1.0,0.0,0.0,1.0,4.0,3002.0,2.0,4.0,0.0,0.0,0.0,0.0,32.031497,0.0,תל אביב יפו,5000,2022-09-09 10:05:20,05/01/2023,321.0,0.0,6.0,"אלהמברה נדל""ן  עדי",[],"דירה נדירה למהירי החלטה הדירה ממש לפני התחלת תוספת של ממד ומרפסת שמש .היא תהייה 64 מר + 14 מר מרפסת עם מעלית ..מחכים להיתר ומתחילים לבנות 
אין עסקאות כאלה",דירה,True,90,,,,1960,2023,646,5337,63,34361,34328,36309,34906,2138190,-18190
182,txpu2iv8,"2,250,000 ₪",האחים אל כוויתי,לבנה,1,0.0,70.0,8.0,2.0,1.0,0.0,0.0,1.0,8.0,2862.0,3.0,8.0,0.0,0.0,1.0,0.0,32.044941,0.0,תל אביב יפו,5000,2023-04-19 10:08:18,19/04/2023,319.0,0.0,3.0,איתי דוד,[],"דירת 3 חדרים
70 מטר בנוי
 קומה 8 עם נוף פתוח ומדהים לפארק
הבניין עבר שיפוץ הכניסה ושיפוץ המעלית
 כיוונים: דר/מע. מוארת מאוד.
שירותים + מקלחת משופצים כחדשים
חניה בשפע משותפת לדיירים.
דירה משופצת מהיסוד, ריצוף 60x120 גרניט פורצלן, דלתות nova, אינסטלציה, חשמל ושמורה כחדשה
מטבח חדש מטבחי יגל עם אי בנגרות פרטית ושיש אבן קיסר
מזגנים חדשים ונפרדים בכל חדר",דירה,True,90,,,,1970,2023,4464,2719,53,30107,12356,31132,21571,1542643,707357
183,26qw87eu,"4,900,000 ₪",דיזנגוף,הצפון הישן - צפון,ללא,0.0,68.0,4.0,2.0,1.0,0.0,1.0,0.0,4.0,404.0,3.0,4.0,0.0,1.0,1.0,0.0,32.091205,0.0,תל אביב יפו,5000,2023-06-29 11:36:04,04/07/2023,1483.0,0.0,235.0,עידו,[],מיקום מעולה. דירה שמורה ונעימה   . מעל  צמרות העצים. 2 חדרי רחצה  +מעלית לקומה. הבניין אחרי שיפוץ כחדש. מחיר גמיש,דירה,True,90,2023-06-29,עודכן היום,,1935,2023,653,2299,88,59259,60714,68663,93666,5267577,-367577
184,nayspzby,"4,350,000 ₪",חובבי ציון,"לב תל אביב, לב העיר צפון",ללא,1.0,84.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,624.0,3.0,1.0,0.0,1.0,0.0,0.0,32.075687,0.0,תל אביב יפו,5000,2023-06-08 14:55:28,30/11/2023,1520.0,0.0,17.0,"רינה לדין השקעות נדל""ן",[],"ברחוב חובבי ציון במרחק 5 דקות מחוף הים, ליד רחוב בוגרשוב השוקק ורחוב בן יהודה המתחדש
דירה יפיפיה עם מפתח ענק של סלון מטבח, מרפסת נעימה ו2 חדרי שינה.
כיווני אוויר מעולים - מזרח דרום
תקרות גבוהים.
מושכרת עד סוף נובמבר בשכירות נאה (השוכרים ישמחו גם להשאר)
מחיר אטרקטיבי ביותר!!",דירה,True,90,2023-06-08,עודכן היום,,1940,2023,453,2609,83,60846,78906,50330,59612,4870417,-520417
185,ljbic041,"3,290,000 ₪",מקווה ישראל,"לב תל אביב, לב העיר צפון",ללא,0.0,62.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,1277.0,2.0,1.0,0.0,0.0,1.0,0.0,32.061926,0.0,תל אביב יפו,5000,2022-12-11 15:09:11,14/03/2023,1520.0,0.0,4.0,אירית עמרם,[],"בבלעדיות, ברחוב מקווה ישראל המבוקש, בבניין מטופח שעבר שימור, ובמרחק של פחות מדקה הליכה מתחנת הרכבת הקלה, 2 דקות מרוטשילד ו-3 דקות מנווה צדק דירת 2 חדרים מרווחת בשטח של 62 מ""ר.
לדירה טרסה צמודה לסלון שעם מעט יצירתיות אפשר להכשיר כמרפסת, וחצר מטופחת בעורף הבניין לשימוש הדיירים",דירה,True,90,,,,1930,2023,1449,1771,93,58990,56779,43755,47813,2987877,302123
186,41t5a27m,"2,850,000 ₪",וינגייט,יד אליהו,ללא,1.0,65.0,30.0,1.0,1.0,0.0,1.0,0.0,30.0,2639.0,2.0,7.0,1.0,1.0,1.0,0.0,32.060126,0.0,תל אביב יפו,5000,2021-06-29 19:08:07,12/12/2023,206.0,0.0,3.0,יובל-פריים נדלן,[],"דירת שני חדרים + מרפסת בפרויקט יוקרתי  גינדי - אפרהאוס ! הבניין לאחר היתר ובהליכי בניה מתקדמים. מדהימה להשקעה/מגורים - מיקום מעולה ! בתכנון ע.ת""א  קירוי איילון וגשר העתידי לצד הבניין שיוביל אתכם (ברכב/ברגל) למרכז ת""א ברגל תוך כמה רגעים ! עסקה רגילה - ערבויות חוק מכר . צמוד היכל נוקיה ולפארק גלית ! הרוכש לא משלם הכל עכשיו אלא נכנס לנעליים של הרוכש הראשון! מאפיין מיוחד לפרויקט זה - שהוא מעטפת זכוכית",דירה,True,90,2021-06-29,עודכן היום,,1951,2023,2879,1153,72,40263,49414,48578,45597,3106546,-256546
187,083bxux8,"3,950,000 ₪",מרסל ינקו,נאות אפקה ב',ללא,0.0,97.0,5.0,5.0,1.0,0.0,1.0,1.0,5.0,3112.0,4.0,1.0,0.0,1.0,1.0,0.0,32.118112,0.0,תל אביב יפו,5000,2023-05-01 09:56:38,01/05/2023,199.0,0.0,14.0,רון,[],"חדש חדש חדש
למכירה בבלעדיות בגבעת הפרחים
במרסל ינקו 14
דירת 4 חדרים מרווחת וגדולה
97 מ""ר בארנונה
3 שירותים
חדר הורים עם מאסטר
2 חדרי ילדים
מטבח פתוח עם פינת אוכל גדולה
קומה 1 גבוהה לכיוון פנחס רוזן
שפע חניה ברחוב
מרחק הליכה למרכז קניות, 
בית ספר, גני ילדים, גינות ועוד....
מומלצת בחום
תיאומים קלים 
מועד כניסה : מיידי",דירה,True,90,,,,1994,2023,3950,3424,29,42265,36948,47788,40656,3677276,272724
188,78zt0uik,"3,600,000 ₪",רמה,נווה שרת,1,1.0,89.0,27.0,6.0,1.0,0.0,1.0,0.0,27.0,374.0,3.0,16.0,1.0,0.0,1.0,1.0,32.118883,34.841744,תל אביב יפו,5000,2023-06-17 23:45:43,26/06/2023,314.0,0.0,2.0,,[],"דירה בפרויקט גרין פארק, בשכונת נווה שרת, קומה 16, 3 חדרים, 89 מטר + 12 מ' מרפסת לנוף ירוק משגע. הדירה כוללת ממ""ד, יחידת הורים עם שירותים ומקלחת, מחסן בגודל 10 מ' צמוד לחניה של הדירה (שממוקמת בחניון התת קרקעי של הבניין)",דירה,False,100,2023-06-17,עודכן ב 04/07/2023,,2000,2023,42305,842179,23,38641,44882,37882,39781,3821012,-221012
189,ft9yx50j,"3,700,000 ₪",אבן גבירול,הצפון החדש - דרום,ללא,1.0,72.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1040.0,3.0,2.0,0.0,1.0,0.0,0.0,32.076978,34.781569,תל אביב יפו,5000,2023-07-05 08:38:02,05/07/2023,1519.0,0.0,44.0,,[],"דירה נהדרת באבן גבירול בתל אביב 3 חדרים
ללא תיווך",דירה,False,100,2023-07-05,עודכן ב 05/07/2023,,1950,2023,42305,842179,73,59259,57973,62456,36332,3941776,-241776
190,81jkilcq,"3,950,000 ₪",נגבה,יד אליהו,1,1.0,102.0,7.0,1.0,1.0,1.0,1.0,0.0,7.0,2622.0,5.0,5.0,1.0,1.0,1.0,1.0,32.054426,0.0,תל אביב יפו,5000,2023-01-22 10:43:40,31/08/2025,206.0,0.0,21.0,דניאל אילוז,[],"תתקדמו ל FLOW של תל אביב ! כשחזון עיצובי מקורי ומיקום נפגשים נולד פרויקט מושלם במיקום הכי טוב יד אליהו שכונה צעירה ואיכותית עם קהילה פשוט מדהימה למשפחות, פארקים, מגרשי משחקים, בית הספר הטובים בעיר וכל מה שמשפחה צריכה ויחד עם זה 5דק מהלב הפועם של תל אביב ו10 דק מחוף הים יציאה קלה ליציאה מהעיר ...תנאי תשלום נוחים, הבטיחו מקומכם !חובה לראות !!",דירה,True,90,,,,1971,2023,3696,1233,52,40263,32591,47921,31436,2962623,987377
191,4pr1kbil,"2,000,000 ₪",כביר,"התקוה, בית יעקב, נווה צה""ל",ללא,0.0,60.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2789.0,3.0,1.0,0.0,0.0,0.0,0.0,32.050659,34.786878,תל אביב יפו,5000,2023-03-05 22:35:45,05/03/2023,308.0,0.0,1.0,,[],בית ממוקם ליד בית דני צמוד למועדון כדורגל של בני יהודה,דירה,False,100,,,,1950,2023,42305,842179,73,27762,34375,34120,22958,2109249,-109249
192,5z8gmg1e,"3,400,000 ₪",אלנבי,כרם התימנים,ללא,0.0,46.0,5.0,2.0,1.0,0.0,0.0,1.0,5.0,1135.0,2.0,4.0,0.0,0.0,1.0,0.0,32.072713,0.0,תל אביב יפו,5000,2023-03-29 11:08:41,16/04/2023,1521.0,0.0,32.0,david,[],,דירה,True,90,,,,1970,2023,539,2482,53,58990,64577,52875,53869,2802982,597018
193,qld4hi7e,"5,200,000 ₪",החשמונאים,"גני שרונה, קרית הממשלה",2,1.0,112.0,50.0,6.0,1.0,1.0,1.0,0.0,50.0,1107.0,5.0,39.0,1.0,0.0,1.0,1.0,32.069249,0.0,תל אביב יפו,5000,2022-01-15 15:39:20,לא צוין,1462.0,0.0,96.0,אבי,[],"דירה מדהימה במחיר חלומי! ברשותנו מבחר דירות מדהימות בגינדי ת""א והסביבה.  2 עד 6 חד' לקניה/להשכרה בהתאמה אישית. בבניינים במגדלים  במיקומים ובמחירים הכי שווים + נוף פנורמי לים בשכונות גני שרונה, מונטיפיורי, לב ת""א והסביבה. לתיאום סיור מקיף בנכסים שנותרו התקשרו למומחים! ובנוסף תהנו מ: חדר כושר, שומר, לובי, לאונ'ג עסקים, קאנטרי, פארק, בריכה ועוד",דירה,True,90,,,,1954,2023,1308,1692,69,58990,55437,52156,55091,5463081,-263081
